Abstract,Published year,OFC,PFC,DLPFC,mPFC,Frontal lobe,Temporal lobe,Amygdala,ACC,Hippocampus,Insula,Thalamus,BG,Striatum,Putamen,CAU
195,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
